wals code	name	value	description	latitude	longitude	genus	family	area
kmu	Khmu'	2	No grammatical marking	21.0	102.0	Khmuic	Austro-Asiatic	Verbal Categories
kik	Kikuyu	1	Grammatical marking	-0.75	36.75	Bantu	Niger-Congo	Verbal Categories
kio	Kiowa	1	Grammatical marking	37.0	-99.0	Kiowa-Tanoan	Kiowa-Tanoan	Verbal Categories
koa	Koasati	2	No grammatical marking	34.8333333333	-85.1666666667	Muskogean	Muskogean	Verbal Categories
kor	Korean	1	Grammatical marking	37.5	128.0	Korean	Korean	Verbal Categories
kse	Koyraboro Senni	1	Grammatical marking	16.0	0.0	Songhay	Songhay	Verbal Categories
kfc	Kriol (Fitzroy Crossing)	2	No grammatical marking	-18.1666666667	125.583333333	Creoles and Pidgins	other	Verbal Categories
kro	Krongo	1	Grammatical marking	10.5	30.0	Kadugli	Kadu	Verbal Categories
kui	Kui (in India)	2	No grammatical marking	20.0	83.5	Dravidian	Dravidian	Verbal Categories
kya	Kuku-Yalanji	2	No grammatical marking	-16.0	145.0	Northern Pama-Nyungan	Pama-Nyungan	Verbal Categories
kji	Kurmanji	1	Grammatical marking	38.0	42.0	Iranian	Indo-European	Verbal Categories
kut	Kutenai	2	No grammatical marking	49.5	-116.0	Kutenai	Kutenai	Verbal Categories
lah	Lahu	2	No grammatical marking	20.0	98.1666666667	Burmese-Lolo	Sino-Tibetan	Verbal Categories
lai	Lai	2	No grammatical marking	22.6666666667	93.6666666667	Kuki-Chin	Sino-Tibetan	Verbal Categories
lkt	Lakhota	2	No grammatical marking	43.8333333333	-101.833333333	Mississippi Valley Siouan	Siouan	Verbal Categories
lan	Lango	1	Grammatical marking	2.16666666667	33.0	Western Nilotic	Eastern Sudanic	Verbal Categories
lao	Lao	2	No grammatical marking	18.0	103.0	Kam-Tai	Tai-Kadai	Verbal Categories
lat	Latvian	2	No grammatical marking	57.0	24.0	Baltic	Indo-European	Verbal Categories
lav	Lavukaleve	2	No grammatical marking	-9.08333333333	159.2	Lavukaleve	Solomons East Papuan	Verbal Categories
lez	Lezgian	1	Grammatical marking	41.6666666667	47.8333333333	Lezgic	Nakh-Daghestanian	Verbal Categories
lda	Luganda	2	No grammatical marking	0.5	32.1666666667	Bantu	Niger-Congo	Verbal Categories
luv	Luvale	2	No grammatical marking	-12.0	22.0	Bantu	Niger-Congo	Verbal Categories
mne	Maidu (Northeast)	2	No grammatical marking	40.0	-120.666666667	Maiduan	Penutian	Verbal Categories
mai	Maithili	2	No grammatical marking	26.0	86.0	Indic	Indo-European	Verbal Categories
mak	Makah	1	Grammatical marking	48.3333333333	-124.666666667	Southern Wakashan	Wakashan	Verbal Categories
mal	Malagasy	1	Grammatical marking	-20.0	47.0	Barito	Austronesian	Verbal Categories
mlt	Maltese	1	Grammatical marking	35.9166666667	14.4166666667	Semitic	Afro-Asiatic	Verbal Categories
mnd	Mandarin	1	Grammatical marking	34.0	110.0	Chinese	Sino-Tibetan	Verbal Categories
myi	Mangarrayi	2	No grammatical marking	-14.6666666667	133.5	Mangarrayi	Mangarrayi-Maran	Verbal Categories
man	Mano	2	No grammatical marking	7.0	-9.0	Eastern Mande	Mande	Verbal Categories
mao	Maori	2	No grammatical marking	-40.0	176.0	Oceanic	Austronesian	Verbal Categories
map	Mapudungun	2	No grammatical marking	-38.0	-72.0	Araucanian	Araucanian	Verbal Categories
mrg	Margi	1	Grammatical marking	11.0	13.0	Biu-Mandara	Afro-Asiatic	Verbal Categories
mar	Maricopa	2	No grammatical marking	33.1666666667	-113.166666667	Yuman	Hokan	Verbal Categories
mrt	Martuthunira	2	No grammatical marking	-20.8333333333	116.5	Western Pama-Nyungan	Pama-Nyungan	Verbal Categories
mau	Maung	1	Grammatical marking	-11.9166666667	133.5	Iwaidjan	Iwaidjan	Verbal Categories
may	Maybrat	2	No grammatical marking	-1.33333333333	132.5	Maybrat	Maybrat	Verbal Categories
mei	Meithei	2	No grammatical marking	24.75	94.0	Manipuri	Sino-Tibetan	Verbal Categories
mxc	Mixtec (Chalcatongo)	1	Grammatical marking	17.05	-97.5833333333	Mixtec	Oto-Manguean	Verbal Categories
mtg	Montagnais	2	No grammatical marking	52.0	-65.0	Algonquian	Algic	Verbal Categories
mtu	Motu	2	No grammatical marking	-9.33333333333	147.0	Oceanic	Austronesian	Verbal Categories
mwe	Mwera	1	Grammatical marking	-9.0	39.0	Bantu	Niger-Congo	Verbal Categories
nak	Nakanai	1	Grammatical marking	-5.58333333333	150.583333333	Oceanic	Austronesian	Verbal Categories
kho	Nama	1	Grammatical marking	-25.5	18.0	Khoe-Kwadi	Khoe-Kwadi	Verbal Categories
ntu	Nenets	2	No grammatical marking	70.0	76.0	Samoyedic	Uralic	Verbal Categories
ngm	Ngambay	1	Grammatical marking	8.66666666667	16.0	Bongo-Bagirmi	Central Sudanic	Verbal Categories
ngi	Ngiyambaa	2	No grammatical marking	-31.75	145.5	Southeastern Pama-Nyungan	Pama-Nyungan	Verbal Categories
nbr	Ngäbere	1	Grammatical marking	8.66666666667	-82.0	Guaymiic	Chibchan	Verbal Categories
nca	Nicobarese (Car)	2	No grammatical marking	9.0	93.0	Nicobarese	Austro-Asiatic	Verbal Categories
nim	Nimboran	2	No grammatical marking	-2.5	140.166666667	Nimboran	Nimboran	Verbal Categories
niv	Nivkh	2	No grammatical marking	53.3333333333	142.0	Nivkh	Nivkh	Verbal Categories
ood	O'odham	1	Grammatical marking	32.0	-112.0	Tepiman	Uto-Aztecan	Verbal Categories
ond	Oneida	1	Grammatical marking	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Verbal Categories
ono	Ono	2	No grammatical marking	-6.16666666667	147.583333333	Huon	Trans-New Guinea	Verbal Categories
orh	Oromo (Harar)	1	Grammatical marking	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
pai	Paiwan	2	No grammatical marking	22.5	120.833333333	Paiwan	Austronesian	Verbal Categories
plg	Palaung	2	No grammatical marking	22.6666666667	96.6666666667	Palaungic	Austro-Asiatic	Verbal Categories
pnn	Pangasinan	1	Grammatical marking	15.9166666667	120.333333333	Northern Luzon	Austronesian	Verbal Categories
pan	Panjabi	1	Grammatical marking	31.0	74.0	Indic	Indo-European	Verbal Categories
prs	Persian	1	Grammatical marking	32.0	54.0	Iranian	Indo-European	Verbal Categories
prh	Pirahã	1	Grammatical marking	-7.0	-62.0	Mura	Mura	Verbal Categories
por	Portuguese	1	Grammatical marking	39.0	-8.0	Romance	Indo-European	Verbal Categories
bng	Qaqet	1	Grammatical marking	-4.58333333333	152.0	Baining	Baining	Verbal Categories
qco	Quechua (Cochabamba)	2	No grammatical marking	-17.5	-66.0	Quechuan	Quechuan	Verbal Categories
qim	Quechua (Imbabura)	2	No grammatical marking	0.333333333333	-78.0	Quechuan	Quechuan	Verbal Categories
ram	Rama	2	No grammatical marking	11.75	-83.75	Rama	Chibchan	Verbal Categories
rap	Rapanui	2	No grammatical marking	-27.1166666667	-109.366666667	Oceanic	Austronesian	Verbal Categories
raw	Rawang	2	No grammatical marking	27.5	97.5	Nungish	Sino-Tibetan	Verbal Categories
ren	Rendille	1	Grammatical marking	2.0	37.5	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
rom	Romanian	1	Grammatical marking	46.0	25.0	Romance	Indo-European	Verbal Categories
ruk	Rukai (Tanan)	1	Grammatical marking	22.8333333333	120.833333333	Rukai	Austronesian	Verbal Categories
rus	Russian	1	Grammatical marking	56.0	38.0	Slavic	Indo-European	Verbal Categories
san	Sango	2	No grammatical marking	5.0	18.0	Ubangi	Niger-Congo	Verbal Categories
snm	Sanuma	2	No grammatical marking	4.5	-64.6666666667	Yanomam	Yanomam	Verbal Categories
sml	Semelai	2	No grammatical marking	3.0	103.0	Aslian	Austro-Asiatic	Verbal Categories
snc	Seneca	1	Grammatical marking	42.5	-77.5	Northern Iroquoian	Iroquoian	Verbal Categories
ses	Sesotho	1	Grammatical marking	-28.0	27.0	Bantu	Niger-Congo	Verbal Categories
shu	Shuswap	1	Grammatical marking	52.0	-120.0	Interior Salish	Salishan	Verbal Categories
sla	Slave	1	Grammatical marking	67.0	-125.0	Athapaskan	Na-Dene	Verbal Categories
som	Somali	2	No grammatical marking	3.0	45.0	Lowland East Cushitic	Afro-Asiatic	Verbal Categories
spa	Spanish	1	Grammatical marking	40.0	-4.0	Romance	Indo-European	Verbal Categories
sue	Suena	2	No grammatical marking	-7.75	147.55	Binanderean	Trans-New Guinea	Verbal Categories
sun	Sundanese	2	No grammatical marking	-7.0	107.0	Malayo-Sumbawan	Austronesian	Verbal Categories
sup	Supyire	1	Grammatical marking	11.5	-5.58333333333	Senufo	Niger-Congo	Verbal Categories
swa	Swahili	2	No grammatical marking	-6.5	39.0	Bantu	Niger-Congo	Verbal Categories
swe	Swedish	2	No grammatical marking	60.0	15.0	Germanic	Indo-European	Verbal Categories
tag	Tagalog	1	Grammatical marking	15.0	121.0	Greater Central Philippine	Austronesian	Verbal Categories
tah	Tahitian	1	Grammatical marking	-17.6666666667	-149.583333333	Oceanic	Austronesian	Verbal Categories
tml	Tamil	2	No grammatical marking	11.0	78.5	Dravidian	Dravidian	Verbal Categories
tga	Tangga	2	No grammatical marking	-3.46666666667	153.2	Oceanic	Austronesian	Verbal Categories
tem	Tem	1	Grammatical marking	8.66666666667	0.5	Grusi	Niger-Congo	Verbal Categories
tne	Temne	2	No grammatical marking	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Verbal Categories
tny	Tenyer	1	Grammatical marking	10.6666666667	-4.5	Senufo	Niger-Congo	Verbal Categories
tha	Thai	2	No grammatical marking	16.0	101.0	Kam-Tai	Tai-Kadai	Verbal Categories
tig	Tigrinya	2	No grammatical marking	14.5	38.5	Semitic	Afro-Asiatic	Verbal Categories
tgr	Tigré	2	No grammatical marking	16.5	38.5	Semitic	Afro-Asiatic	Verbal Categories
tiw	Tiwi	2	No grammatical marking	-11.5	131.0	Tiwian	Tiwian	Verbal Categories
toj	Tojolabal	1	Grammatical marking	16.3333333333	-91.5	Mayan	Mayan	Verbal Categories
tpi	Tok Pisin	2	No grammatical marking	-9.5	147.166666667	Creoles and Pidgins	other	Verbal Categories
tug	Tuareg (Ahaggar)	1	Grammatical marking	23.0	6.0	Berber	Afro-Asiatic	Verbal Categories
tuc	Tucano	2	No grammatical marking	0.5	-69.1666666667	Tucanoan	Tucanoan	Verbal Categories
tuk	Tukang Besi	2	No grammatical marking	-5.5	123.5	Celebic	Austronesian	Verbal Categories
tur	Turkish	1	Grammatical marking	39.0	35.0	Turkic	Altaic	Verbal Categories
udm	Udmurt	2	No grammatical marking	57.5	52.5	Permic	Uralic	Verbal Categories
uyg	Uyghur	1	Grammatical marking	40.0	80.0	Turkic	Altaic	Verbal Categories
vie	Vietnamese	2	No grammatical marking	10.5	106.5	Vietic	Austro-Asiatic	Verbal Categories
wra	Warao	2	No grammatical marking	9.33333333333	-61.6666666667	Warao	Warao	Verbal Categories
war	Wari'	2	No grammatical marking	-11.3333333333	-65.0	Chapacura-Wanham	Chapacura-Wanham	Verbal Categories
wic	Wichita	1	Grammatical marking	33.3333333333	-97.3333333333	Northern Caddoan	Caddoan	Verbal Categories
wch	Wichí	2	No grammatical marking	-22.5	-62.5833333333	Matacoan	Matacoan	Verbal Categories
wly	Wolaytta	1	Grammatical marking	6.83333333333	37.75	Ta-Ne-Omotic	Afro-Asiatic	Verbal Categories
wlf	Wolof	2	No grammatical marking	15.25	-16.0	Wolof	Niger-Congo	Verbal Categories
wor	Worora	1	Grammatical marking	-15.6666666667	124.666666667	Worrorran	Worrorran	Verbal Categories
ygr	Yagaria	1	Grammatical marking	-6.33333333333	145.416666667	Siane-Yagaria	Trans-New Guinea	Verbal Categories
yag	Yagua	1	Grammatical marking	-3.5	-72.0	Peba-Yaguan	Peba-Yaguan	Verbal Categories
yaq	Yaqui	1	Grammatical marking	27.5	-110.25	Cahita	Uto-Aztecan	Verbal Categories
yes	Yessan-Mayo	2	No grammatical marking	-4.16666666667	142.583333333	Tama Sepik	Sepik	Verbal Categories
yor	Yoruba	2	No grammatical marking	8.0	4.33333333333	Defoid	Niger-Congo	Verbal Categories
yct	Yucatec	1	Grammatical marking	20.0	-89.0	Mayan	Mayan	Verbal Categories
yko	Yukaghir (Kolyma)	2	No grammatical marking	65.75	150.833333333	Yukaghir	Yukaghir	Verbal Categories
zqc	Zoque (Copainalá)	1	Grammatical marking	17.0	-93.25	Mixe-Zoque	Mixe-Zoque	Verbal Categories
zul	Zulu	1	Grammatical marking	-30.0	30.0	Bantu	Niger-Congo	Verbal Categories
zun	Zuni	2	No grammatical marking	35.0833333333	-108.833333333	Zuni	Zuni	Verbal Categories
